Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
LISAS CHICKEN,"Average ""LISAS CHICKEN"" Rating: n/a",Restaurant,3400 Brandon Ln,76116,2,01/04/2016,82.0
LISAS FRIED CHICKEN,"Average ""LISAS FRIED CHICKEN"" Rating: n/a",Restaurant,403 Nw 28th St,76164,4,12/29/2015,86.0
LISAS FRIED CHICKEN,"Average ""LISAS FRIED CHICKEN"" Rating: n/a",Restaurant,716 N Riverside Dr,76111,3,12/21/2015,83.0
LISAS FRIED CHICKEN,"Average ""LISAS FRIED CHICKEN"" Rating: n/a",Restaurant,1400 E Long Ave,76106,4,10/08/2015,88.0
LISAS LITTLE ANGELS LRNG CNTR,"Average ""LISAS LITTLE ANGELS LRNG CNTR"" Rating: n/a",Child Care Kitchen,2714 Stalcup Rd,76119,3,09/25/2015,88.0
LITTLE CAESAR PIZZA,"Average ""LITTLE CAESAR PIZZA"" Rating: n/a",Restaurant,3305 N Main St,76106,3,11/02/2015,88.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,3107 Greene Ave,76109,4,01/19/2016,87.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,4729 River Oaks Blvd,76114,3,11/16/2015,87.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,5159 Wichita St,76119,4,11/19/2015,96.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,8653 N Beach St,76248,1,02/07/2015,94.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,12477 Timberland Blvd,76244,2,03/25/2015,97.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,9521 White Settlement Rd,76108,3,10/06/2015,89.0
LITTLE CAESARS,"Average ""LITTLE CAESARS"" Rating: n/a",Restaurant,2977 Precinct Line Rd,76118,3,11/30/2015,87.0
LITTLE CAESARS #1319-24,"Average ""LITTLE CAESARS #1319-24"" Rating: n/a",Restaurant,9076 Camp Bowie West Blvd,76116,3,01/04/2016,75.0
LITTLE CAESARS HULEN,"Average ""LITTLE CAESARS HULEN"" Rating: n/a",Restaurant,8615 S Hulen St,76123,3,08/05/2015,77.0
LITTLE CAESARS PIZZA,"Average ""LITTLE CAESARS PIZZA"" Rating: n/a",Restaurant,6248 Mccart Ave,76133,3,10/20/2015,96.0
LITTLE CAESARS PIZZA,"Average ""LITTLE CAESARS PIZZA"" Rating: n/a",Restaurant,6432 Meadowbrook Dr,76112,4,11/23/2015,84.0
LITTLE CAESARS PIZZA,"Average ""LITTLE CAESARS PIZZA"" Rating: n/a",Restaurant,4125 E Lancaster Ave,76103,4,11/25/2015,94.0
LITTLE CAESERS #139-05,"Average ""LITTLE CAESERS #139-05"" Rating: n/a",Restaurant,3869 Maurice Ave,76111,4,01/15/2016,82.0
LITTLE CEASARS,"Average ""LITTLE CEASARS"" Rating: n/a",Restaurant,309 W Northside Dr,76164,2,07/26/2015,96.0
LITTLE GERMANY,"Average ""LITTLE GERMANY"" Rating: n/a",Restaurant,703 N Henderson St,76107,6,01/20/2016,92.0
LITTLE LILLY SUSHI,"Average ""LITTLE LILLY SUSHI"" Rating: n/a",Restaurant,6100 Camp Bowie Blvd,76116,6,11/10/2015,88.0
LITTLE PEOPLE ACADEMY,"Average ""LITTLE PEOPLE ACADEMY"" Rating: n/a",Child Care Kitchen,404 S Oakland Blvd,76105,4,01/25/2016,93.0
LITTLE PROMISES ACADEMY,"Average ""LITTLE PROMISES ACADEMY"" Rating: n/a",Child Care Kitchen,6138 Westcreek Dr,76123,3,06/30/2015,97.0
LITTLE RED WASP,"Average ""LITTLE RED WASP"" Rating: n/a",Restaurant,808 Main St,76102,5,07/18/2015,93.0
LITTLE TOKYO,"Average ""LITTLE TOKYO"" Rating: n/a",Restaurant,4800 S Hulen St,76132,8,12/15/2015,79.0
LITTLE TYKE CREATIVE CHILD CARE,"Average ""LITTLE TYKE CREATIVE CHILD CARE"" Rating: n/a",Child Care Kitchen,7001 N Beach St,76137,4,01/12/2016,93.0
LITTLE TYKE D/C,"Average ""LITTLE TYKE D/C"" Rating: n/a",Child Care Kitchen,6913 Brentwood Stair Rd,76112,6,09/09/2015,97.0
LITTLE TYKE HALLMARK,"Average ""LITTLE TYKE HALLMARK"" Rating: n/a",Child Care Kitchen,1312 Sycamore School Rd,76134,4,12/09/2015,97.0
LIVE OAK LOUNGE,"Average ""LIVE OAK LOUNGE"" Rating: n/a",Restaurant,1311 Lipscomb St,76104,10,12/30/2015,100.0
LJS FOOD STORE,"Average ""LJS FOOD STORE"" Rating: n/a",Grocery Store -- Retail,800 Nw 28th St,76106,1,04/16/2015,89.0
LLOYDS,"Average ""LLOYDS"" Rating: n/a",Lounge,1264 E Rosedale St,76104,2,09/22/2015,94.0
LLOYDS SNACK BAR,"Average ""LLOYDS SNACK BAR"" Rating: n/a",Snack Bar,1264 E Rosedale St,76104,2,09/22/2015,97.0
LNT FOOD STORE,"Average ""LNT FOOD STORE"" Rating: n/a",Grocery Store -- Retail,600 E Morningside Dr,76104,5,12/24/2015,91.0
LOCAL FOODS KITCHEN,"Average ""LOCAL FOODS KITCHEN"" Rating: n/a",Restaurant,4548 Hartwood Dr,76109,2,11/03/2015,82.0
LOCAL THE,"Average ""LOCAL THE"" Rating: n/a",Lounge,2800 Bledsoe St,76107,3,03/24/2015,85.0
LOCKHEART GABLES,"Average ""LOCKHEART GABLES"" Rating: n/a",Bed and Breakfast,5220 Locke Ave,76107,1,06/27/2015,100.0
LOGANS ROADHOUSE,"Average ""LOGANS ROADHOUSE"" Rating: n/a",Restaurant,5912 Quebec St,76135,8,02/04/2016,97.0
LOLAS SALOON,"Average ""LOLAS SALOON"" Rating: n/a",Lounge,2736 W 6th St,76107,3,03/28/2015,84.0
LOLAS TRAILER PARK,"Average ""LOLAS TRAILER PARK"" Rating: n/a",Lounge,2737 W 5th St,76107,1,01/13/2016,100.0
LONE STAR BINGO CONCESSIONS,"Average ""LONE STAR BINGO CONCESSIONS"" Rating: n/a",Snack Bar,2331 Blue Smoke Ct N,76105,1,01/05/2015,97.0
LONE STAR FOOD MART,"Average ""LONE STAR FOOD MART"" Rating: n/a",Grocery Store -- Retail,3701 E Lancaster Ave,76103,2,05/29/2015,75.0
LONE STAR LIVE,"Average ""LONE STAR LIVE"" Rating: n/a",Restaurant,425 Commerce St,76102,4,06/13/2015,97.0
LONE STAR NUTRITION,"Average ""LONE STAR NUTRITION"" Rating: n/a",Snack Bar,1549 N Main St,76164,1,05/26/2015,97.0
LONE STAR OYSTER BAR,"Average ""LONE STAR OYSTER BAR"" Rating: n/a",Restaurant,4750 Bryant Irvin Rd,76132,8,01/05/2016,77.0
LONESOME DOVE A WESTERN BISTRO LTD,"Average ""LONESOME DOVE A WESTERN BISTRO LTD"" Rating: n/a",Restaurant,2406 N Main St,76164,7,12/30/2015,91.0
LONG JOHN SILVER #31808,"Average ""LONG JOHN SILVER #31808"" Rating: n/a",Restaurant,959 N Beach St,76111,3,12/23/2015,91.0
LONG JOHN SILVER #31809,"Average ""LONG JOHN SILVER #31809"" Rating: n/a",Restaurant,3535 Altamesa Blvd,76133,3,10/19/2015,93.0
LONG JOHN SILVERS & A&W,"Average ""LONG JOHN SILVERS & A&W"" Rating: n/a",Restaurant,5355 E Loop 820 S,76119,3,10/21/2015,91.0
LONG JOHN SILVERS / A&W #31822,"Average ""LONG JOHN SILVERS / A&W #31822"" Rating: n/a",Restaurant,4561 Western Center Blvd,76137,3,10/06/2015,81.0
LONGHORN GENERAL STORE,"Average ""LONGHORN GENERAL STORE"" Rating: n/a",Snack Bar,140 E Exchange Ave,76164,2,12/19/2015,90.0
LOS COCOS LOCOS,"Average ""LOS COCOS LOCOS"" Rating: n/a",Snack Bar,4200 South Freeway,76115,3,07/15/2015,83.0
LOS JARRITOS,"Average ""LOS JARRITOS"" Rating: n/a",Restaurant,3912 E 1st St,76111,2,09/29/2015,96.0
LOS MAGUEYS,"Average ""LOS MAGUEYS"" Rating: n/a",Restaurant,1211 E Seminary Dr,76115,8,11/11/2015,87.0
LOS MOLCAJETES,"Average ""LOS MOLCAJETES"" Rating: n/a",Restaurant,4200 South Freeway,76115,2,10/05/2015,84.0
LOS MOLCAJETES MEXICAN REST,"Average ""LOS MOLCAJETES MEXICAN REST"" Rating: n/a",Restaurant,4320 Western Center Blvd,76137,8,01/09/2016,94.0
LOS PAISANOS RESTAURANTE Y TAQUERIA,"Average ""LOS PAISANOS RESTAURANTE Y TAQUERIA"" Rating: n/a",Restaurant,1446 N Main St,76106,7,12/16/2015,89.0
LOS PASTORES CARNICERIA,"Average ""LOS PASTORES CARNICERIA"" Rating: n/a",Grocery Store -- Retail,3822 E Rosedale St,76105,15,10/14/2015,86.0
LOS PASTORES PANADERIA,"Average ""LOS PASTORES PANADERIA"" Rating: n/a",Bakery -- Retail,3812 E Rosedale St,76105,5,08/13/2015,90.0
LOS SAPITOS Y LAS RANITAS,"Average ""LOS SAPITOS Y LAS RANITAS"" Rating: n/a",Restaurant,4200 South Freeway,76115,9,10/12/2015,73.0
LOS VAQUEROS,"Average ""LOS VAQUEROS"" Rating: n/a",Lounge,2629 N Main St,76164,7,12/03/2015,84.0
LOS VAQUEROS,"Average ""LOS VAQUEROS"" Rating: n/a",Restaurant,3105 Cockrell Ave,76109,9,02/08/2016,85.0
LOS ZARAPES,"Average ""LOS ZARAPES"" Rating: n/a",Restaurant,1503 Nw 25th St,76106,7,02/12/2016,93.0
LOST CREEK GOLF CLUB,"Average ""LOST CREEK GOLF CLUB"" Rating: n/a",Restaurant,4101 Lost Creek Blvd,76008,3,11/17/2015,81.0
LOUIS FOOD MART STORE,"Average ""LOUIS FOOD MART STORE"" Rating: n/a",Grocery Store -- Retail,704 Oak Grove Rd E,76028,2,07/14/2015,85.0
LOUIS FOOD STORE,"Average ""LOUIS FOOD STORE"" Rating: n/a",Grocery Store -- Retail,2301 W Shaw St,76110,5,09/22/2015,85.0
LOUISIANA CHICKEN FOOD MART,"Average ""LOUISIANA CHICKEN FOOD MART"" Rating: 5.0",Grocery Store -- Retail,5130 Wichita St,76119,2,09/16/2015,96.0
LOUISIANA FAMOUS FRIED CHKN N SEAFOOD,"Average ""LOUISIANA FAMOUS FRIED CHKN N SEAFOOD"" Rating: n/a",Restaurant,6150 Ramey Ave,76112,4,01/19/2016,91.0
LOUISIANA SEAFOOD AND FISH MARKET,"Average ""LOUISIANA SEAFOOD AND FISH MARKET"" Rating: n/a",Restaurant,1505 E Berry St,76119,8,12/14/2015,87.0
LOUS BAR,"Average ""LOUS BAR"" Rating: n/a",Lounge,2422 Azle Ave,76106,2,09/29/2015,96.0
LOVE SHACK,"Average ""LOVE SHACK"" Rating: n/a",Lounge,110 E Exchange Ave,76106,10,01/21/2016,100.0
LOVE SWEET THINGS,"Average ""LOVE SWEET THINGS"" Rating: n/a",Bakery -- Retail,7430 N Beach St,76137,2,06/17/2015,87.0
LOVES COUNTRY STORE,"Average ""LOVES COUNTRY STORE"" Rating: n/a",Grocery Store -- Retail,10801 South Freeway,76140,6,06/12/2015,94.0
LOVING MINI MART,"Average ""LOVING MINI MART"" Rating: n/a",Restaurant,1500 Nw 25th St,76164,5,12/16/2015,93.0
LPFS OF TEXAS,"Average ""LPFS OF TEXAS"" Rating: n/a",Restaurant,3601 Hwy 114,76247,14,11/05/2015,100.0
LUBYS,"Average ""LUBYS"" Rating: n/a",Restaurant,1200 Bridgewood Dr,76112,7,01/22/2016,100.0
LUBYS CAFETERIA,"Average ""LUBYS CAFETERIA"" Rating: n/a",Restaurant,5901 S Hulen St,76132,8,11/04/2015,75.0
LUBYS CAFETERIA FORT WORTH #7,"Average ""LUBYS CAFETERIA FORT WORTH #7"" Rating: n/a",Restaurant,3801 Ne Loop 820,76137,6,12/14/2015,88.0
LUCILES STATESIDE BISTRO,"Average ""LUCILES STATESIDE BISTRO"" Rating: n/a",Restaurant,4700 Camp Bowie Blvd,76107,9,01/21/2016,88.0
LUCKY #7 FOOD MART,"Average ""LUCKY #7 FOOD MART"" Rating: n/a",Grocery Store -- Retail,1201 Country Club Ln,76112,4,09/21/2015,90.0
LUCKY 7 FOOD STORE,"Average ""LUCKY 7 FOOD STORE"" Rating: 5.0",Grocery Store -- Retail,7401 John T White Rd,76120,3,01/12/2016,80.0
LUCKY 7 FOOD STORE,"Average ""LUCKY 7 FOOD STORE"" Rating: n/a",Grocery Store -- Retail,3105 Lackland Rd,76116,2,04/14/2015,85.0
LUCKY MINI MARKET,"Average ""LUCKY MINI MARKET"" Rating: n/a",Grocery Store -- Retail,1300 E Rosedale St,76104,7,12/22/2015,91.0
LUCKY STAR FOOD STORE,"Average ""LUCKY STAR FOOD STORE"" Rating: n/a",Grocery Store -- Retail,4201 E Rosedale St,76105,1,01/23/2015,100.0
LUCKYS CLUBHOUSE,"Average ""LUCKYS CLUBHOUSE"" Rating: n/a",Lounge,11050 S Pipeline Rd,76040,2,03/06/2015,90.0
LUNA AZUL MEXICAN BAR & GRILL,"Average ""LUNA AZUL MEXICAN BAR & GRILL"" Rating: n/a",Lounge,1117 E Belknap St,76102,1,06/26/2015,97.0
LUNCH BOX THE,"Average ""LUNCH BOX THE"" Rating: n/a",Restaurant,6333 Camp Bowie Blvd,76116,6,11/05/2015,85.0
LUPITAS DELIGHT,"Average ""LUPITAS DELIGHT"" Rating: n/a",Snack Bar,1888 Green Oaks Rd,76116,2,01/20/2016,79.0
LUPITAS TAQUERIA,"Average ""LUPITAS TAQUERIA"" Rating: n/a",Restaurant,1515 N Main St,76106,5,10/14/2015,77.0
LUV N CARE LEARNING CENTER,"Average ""LUV N CARE LEARNING CENTER"" Rating: n/a",Child Care Kitchen,4451 Boat Club Rd,76135,3,11/13/2015,100.0
LWIN FAMILY @ SPROUTS #144,"Average ""LWIN FAMILY @ SPROUTS #144"" Rating: n/a",Snack Bar,6300 Waverly Way,76116,2,11/04/2015,86.0
LYZETTES CATERING,"Average ""LYZETTES CATERING"" Rating: n/a",Restaurant,4817 Brentwood Stair Rd,76103,1,08/18/2015,100.0
M & A FOOD STORE,"Average ""M & A FOOD STORE"" Rating: n/a",Grocery Store -- Retail,2000 Vaughn Blvd,76105,2,09/16/2015,92.0
M & H CHICKEN,"Average ""M & H CHICKEN"" Rating: n/a",Restaurant,4600 Sycamore School Rd,76133,3,08/25/2015,88.0
M & K DONUTS,"Average ""M & K DONUTS"" Rating: n/a",Bakery -- Retail,2400 Meacham Blvd,76106,2,09/22/2015,94.0
M & M EVANS FOOD MART,"Average ""M & M EVANS FOOD MART"" Rating: n/a",Grocery Store -- Retail,2019 Evans Ave,76104,2,07/29/2015,86.0
M & M STEAK HOUSE,"Average ""M & M STEAK HOUSE"" Rating: n/a",Restaurant,1106 Nw 28th St,76106,3,09/11/2015,94.0
M & N FOOD MART,"Average ""M & N FOOD MART"" Rating: n/a",Grocery Store -- Retail,5021 Mansfield Hwy,76119,2,07/09/2015,82.0
M & N MART,"Average ""M & N MART"" Rating: n/a",Grocery Store -- Retail,5112 Westcreek Dr,76133,2,09/23/2015,100.0
M & O STATION GRILL,"Average ""M & O STATION GRILL"" Rating: n/a",Restaurant,200 Carroll St,76107,3,12/29/2015,90.0
MA LANCASTER QUIK STOP,"Average ""MA LANCASTER QUIK STOP"" Rating: n/a",Restaurant,4500 E Lancaster Ave,76103,4,09/30/2015,97.0
MA MA KOS SANDWICH SHOP,"Average ""MA MA KOS SANDWICH SHOP"" Rating: n/a",Deli -- Retail,2501 Parkview Dr,76102,4,09/22/2015,89.0
MACALUSOS ITALIAN RESTAURANT,"Average ""MACALUSOS ITALIAN RESTAURANT"" Rating: n/a",Restaurant,2451 Forest Park Blvd,76110,8,11/12/2015,90.0
MACARENA GROCERY & GRILL,"Average ""MACARENA GROCERY & GRILL"" Rating: n/a",Grocery Store -- Retail,3750 Hemphill St,76110,8,01/09/2016,91.0
MACARONI GRILL #67,"Average ""MACARONI GRILL #67"" Rating: n/a",Restaurant,1505 S University Dr,76107,10,12/22/2015,68.0
MAD HATTER THE,"Average ""MAD HATTER THE"" Rating: n/a",Lounge,706 Carroll St,76107,2,08/29/2015,93.0
MADDYS DONUTS,"Average ""MADDYS DONUTS"" Rating: n/a",Bakery -- Wholesale,5111 N Beach St,76137,2,06/04/2015,84.0
MAGDALENAS CATERING,"Average ""MAGDALENAS CATERING"" Rating: n/a",Restaurant,502 Grand Ave,76164,1,10/21/2015,100.0
MAGICAL MOMENTS DAYCARE CENTER,"Average ""MAGICAL MOMENTS DAYCARE CENTER"" Rating: n/a",Child Care Kitchen,4328 Wilbarger St,76119,3,08/25/2015,97.0
MAGNOLIA MOTOR LOUNGE,"Average ""MAGNOLIA MOTOR LOUNGE"" Rating: n/a",Restaurant,3005 Morton St,76107,6,10/26/2015,90.0
MAGNOLIA TRADERS GENERAL STORE,"Average ""MAGNOLIA TRADERS GENERAL STORE"" Rating: n/a",Grocery Store -- Retail,4901 Mccart Ave,76115,2,09/21/2015,100.0
MAGNUSON HOTEL FOSSIL CREEK,"Average ""MAGNUSON HOTEL FOSSIL CREEK"" Rating: n/a",Snack Bar,6700 Fossil Bluff Dr,76137,2,02/03/2016,84.0
MAHARAJA INDIAN RESTAURANT,"Average ""MAHARAJA INDIAN RESTAURANT"" Rating: n/a",Restaurant,6308 Hulen Bend Blvd,76132,6,12/11/2015,86.0
MAIN BAR THE,"Average ""MAIN BAR THE"" Rating: n/a",Lounge,2833 N Main St,76106,2,09/22/2015,97.0
MAIN EVENT ENTERTAINMENT,"Average ""MAIN EVENT ENTERTAINMENT"" Rating: n/a",Lounge,4801 Citylake Blvd E,76132,6,12/18/2015,80.0
MALONES PUB,"Average ""MALONES PUB"" Rating: n/a",Lounge,1303 Calhoun St,76102,2,07/25/2015,94.0
MAMA ES HOMECOOKING & BBQ,"Average ""MAMA ES HOMECOOKING & BBQ"" Rating: n/a",Restaurant,818 E Rosedale St,76104,4,12/21/2015,97.0
MAMA MIA,"Average ""MAMA MIA"" Rating: n/a",Restaurant,3124 E Belknap St,76111,7,12/16/2015,86.0
MAMA RACHELS,"Average ""MAMA RACHELS"" Rating: n/a",Restaurant,2808 Miller Ave,76105,3,10/12/2015,80.0
MAMAS BBQ,"Average ""MAMAS BBQ"" Rating: n/a",Restaurant,3024 Refugio Ave,76106,6,02/10/2016,100.0
MAMAS PIZZA,"Average ""MAMAS PIZZA"" Rating: n/a",Restaurant,1813 W Berry St,76110,3,11/20/2015,79.0
MAMAS PIZZA,"Average ""MAMAS PIZZA"" Rating: n/a",Restaurant,5800 Lovell Ave,76107,4,09/16/2015,88.0
MAMAS PIZZA,"Average ""MAMAS PIZZA"" Rating: n/a",Restaurant,3529 Heritage Trace Pkwy,76244,3,11/03/2015,93.0
MAMAS PIZZA,"Average ""MAMAS PIZZA"" Rating: n/a",Restaurant,5811 Bryant Irvin Rd,76132,3,11/24/2015,87.0
MAMMA MIA GRILL,"Average ""MAMMA MIA GRILL"" Rating: n/a",Restaurant,1000 W Magnolia Ave,76104,6,01/09/2016,94.0
MANA DONUT TCU,"Average ""MANA DONUT TCU"" Rating: n/a",Bakery -- Retail,2211 W Berry St,76110,4,11/20/2015,87.0
MANCUSOS ITALIAN RISTORANTE,"Average ""MANCUSOS ITALIAN RISTORANTE"" Rating: n/a",Restaurant,9500 White Settlement Rd,76108,6,12/03/2015,97.0
MANDARIN EXPRESS,"Average ""MANDARIN EXPRESS"" Rating: n/a",Restaurant,2538 Green Oaks Rd,76116,5,01/19/2016,76.0
MANGOS,"Average ""MANGOS"" Rating: n/a",Restaurant,121 Nw 25th St,76164,1,04/27/2015,100.0
MANNA DONUT HULEN,"Average ""MANNA DONUT HULEN"" Rating: n/a",Bakery -- Retail,4957 S Hulen St,76132,2,04/29/2015,78.0
MANNA DONUTS,"Average ""MANNA DONUTS"" Rating: n/a",Snack Bar,4246 Mccart Ave,76115,5,07/24/2015,93.0
MANNA DONUTS,"Average ""MANNA DONUTS"" Rating: n/a",Bakery -- Retail,8613 N Beach St,76248,2,10/27/2015,79.0
MANNA DONUTS,"Average ""MANNA DONUTS"" Rating: 2.0",Bakery -- Retail,3529 Heritage Trace Pkwy,76248,3,12/22/2015,90.0
MANNA DONUTS 3,"Average ""MANNA DONUTS 3"" Rating: n/a",Bakery -- Retail,12477 Timberland Blvd,76248,3,12/24/2015,90.0
MARBLE SLAB CREAMERY #27,"Average ""MARBLE SLAB CREAMERY #27"" Rating: n/a",Snack Bar,5427 S Hulen St,76132,1,04/03/2015,93.0
MARBLE SLAB CREAMERY #99,"Average ""MARBLE SLAB CREAMERY #99"" Rating: n/a",Snack Bar,3000 S Hulen St,76109,2,09/10/2015,97.0
MARCOS PIZZA,"Average ""MARCOS PIZZA"" Rating: n/a",Restaurant,5250 N Tarrant Pkwy,76244,4,11/30/2015,94.0
MARCOS PIZZA,"Average ""MARCOS PIZZA"" Rating: n/a",Restaurant,6211 Oakmont Blvd,76132,2,12/21/2015,88.0
MARCOS PIZZA #5032,"Average ""MARCOS PIZZA #5032"" Rating: n/a",Restaurant,12650 N Beach St,76244,2,05/29/2015,84.0
MARGIES ORIGINAL ITALIAN KITCHEN,"Average ""MARGIES ORIGINAL ITALIAN KITCHEN"" Rating: n/a",Restaurant,9805 Camp Bowie West Blvd,76116,7,12/04/2015,89.0
MARIA FOOD STORE,"Average ""MARIA FOOD STORE"" Rating: n/a",Grocery Store -- Retail,2200 Azle Ave,76106,2,09/23/2015,97.0
MARIPOSAS LATIN KITCHEN,"Average ""MARIPOSAS LATIN KITCHEN"" Rating: n/a",Restaurant,5724 Locke Ave,76107,6,11/10/2015,86.0
MARISCOS,"Average ""MARISCOS"" Rating: n/a",Restaurant,1401 Nw 25th St,76106,9,01/20/2016,93.0
MARISCOS EL PESCADOR,"Average ""MARISCOS EL PESCADOR"" Rating: n/a",Restaurant,4200 South Freeway,76115,5,10/12/2015,79.0
MARISCOS EL PUERTO DE ACAPULCO,"Average ""MARISCOS EL PUERTO DE ACAPULCO"" Rating: n/a",Restaurant,3205 Mansfield Hwy,76119,12,12/01/2015,74.0
MARISCOS EL PUERTO DE ACAPULCO #2,"Average ""MARISCOS EL PUERTO DE ACAPULCO #2"" Rating: n/a",Restaurant,1025 E Seminary Dr,76115,8,01/12/2016,85.0
MARISCOS LA JAIBITA,"Average ""MARISCOS LA JAIBITA"" Rating: n/a",Restaurant,1224 S Ayers Ave,76105,6,01/14/2016,94.0
MARISCOS LA MAREA,"Average ""MARISCOS LA MAREA"" Rating: n/a",Restaurant,601 W Northside Dr,76164,17,02/10/2016,97.0
MARIUM FOOD MART,"Average ""MARIUM FOOD MART"" Rating: n/a",Grocery Store -- Retail,3800 Hemphill St,76110,2,07/24/2015,94.0
MARKET LATINA,"Average ""MARKET LATINA"" Rating: n/a",Restaurant,201 Ne 28th St,76164,7,01/06/2016,84.0
MARRIOTT COURTYARD,"Average ""MARRIOTT COURTYARD"" Rating: n/a",Restaurant,6400 Overton Ridge Blvd,76132,9,01/22/2016,90.0
MARRIOTT RESIDENCE INN,"Average ""MARRIOTT RESIDENCE INN"" Rating: n/a",Restaurant,13400 North Freeway,76177,5,12/22/2015,93.0
MARTHAS COCINA MEXICANA,"Average ""MARTHAS COCINA MEXICANA"" Rating: n/a",Restaurant,4240 Heritage Trace Pkwy,76248,9,12/16/2015,78.0
MARTIN HOUSE BREWING CO,"Average ""MARTIN HOUSE BREWING CO"" Rating: n/a",Lounge,220 S Sylvania Ave,76111,2,06/17/2015,100.0
MARTINEZ TAQUERIA,"Average ""Martinez Taqueria"" Rating: n/a",Restaurant,4620 E Lancaster Ave,76103,3,09/30/2015,85.0
MASHD,"Average ""MASHD"" Rating: n/a",Restaurant,2948 Crockett St,76107,3,01/26/2016,93.0
MATINEE LOUNGE,"Average ""MATINEE LOUNGE"" Rating: n/a",Lounge,3321 E Lancaster Ave,76103,2,04/07/2015,100.0
MAVERICK FINE WESTERN WEAR,"Average ""MAVERICK FINE WESTERN WEAR"" Rating: n/a",Lounge,100 W Exchange Ave,76164,2,08/01/2015,100.0
MAXINES,"Average ""MAXINES"" Rating: n/a",Lounge,4020 Benbrook Hwy,76116,1,02/25/2015,91.0
MAXS WINE DIVE,"Average ""MAXS WINE DIVE"" Rating: n/a",Restaurant,2421 W 7th St,76107,8,02/06/2016,89.0
MB CAFE,"Average ""MB CAFE"" Rating: n/a",Restaurant,13650 Heritage Pkwy,76177,6,11/12/2015,93.0
MCALISTERS DELI,"Average ""MCALISTERS DELI"" Rating: n/a",Restaurant,6333 Camp Bowie Blvd,76116,3,11/20/2015,87.0
MCALISTERS DELI,"Average ""MCALISTERS DELI"" Rating: n/a",Restaurant,3053 S University Dr,76109,6,02/04/2016,91.0
MCALISTERS DELI,"Average ""MCALISTERS DELI"" Rating: n/a",Restaurant,9604 Old Denton Rd,76244,5,12/18/2015,90.0
MCCART FOOD MART,"Average ""MCCART FOOD MART"" Rating: n/a",Grocery Store -- Retail,5617 Mccart Ave,76133,2,11/04/2015,100.0
MCCART FOOD STORE,"Average ""MCCART FOOD STORE"" Rating: n/a",Grocery Store -- Retail,3756 Mccart Ave,76110,2,03/18/2015,96.0
MCCART SERVICE CENTER,"Average ""MCCART SERVICE CENTER"" Rating: n/a",Grocery Store -- Retail,5600 Mccart Ave,76133,2,08/06/2015,100.0
MCCLOUD FOOD STORE,"Average ""MCCLOUD FOOD STORE"" Rating: n/a",Grocery Store -- Retail,3206 Deen Rd,76106,2,02/01/2016,93.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,6300 Oakmont Blvd,76132,3,10/30/2015,80.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,2250 E Loop 820,76112,4,11/16/2015,85.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,4375 W Risinger Rd,76123,2,11/17/2015,89.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,3250 Heritage Trace Pkwy,76248,3,11/03/2015,93.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,525 Alta Mere Dr,76114,3,11/23/2015,94.0
MCDONALDS,"Average ""MCDONALDS"" Rating: 1.0",Restaurant,3500 Altamesa Blvd,76133,3,11/19/2015,83.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,4800 South Freeway,76115,3,08/30/2015,86.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,8651 South Freeway,76134,4,01/29/2016,81.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,3000 E Berry St,76105,4,12/30/2015,73.0
MCDONALDS,"Average ""MCDONALDS"" Rating: n/a",Restaurant,13124 Highway 287 N,76052,3,11/23/2015,86.0
MCDONALDS #12702,"Average ""MCDONALDS #12702"" Rating: n/a",Restaurant,4405 Sw Loop 820,76132,2,11/20/2015,87.0
MCDONALDS #12796,"Average ""MCDONALDS #12796"" Rating: n/a",Restaurant,1500 S Main St,76104,3,12/28/2015,93.0
MCDONALDS #13677,"Average ""MCDONALDS #13677"" Rating: n/a",Restaurant,6401 Camp Bowie Blvd,76116,3,10/27/2015,74.0
MCDONALDS #13966,"Average ""MCDONALDS #13966"" Rating: n/a",Restaurant,1420 Eastchase Pkwy,76120,3,11/12/2015,90.0
MCDONALDS #14485,"Average ""MCDONALDS #14485"" Rating: n/a",Restaurant,4420 Western Center Blvd,76137,4,01/13/2016,84.0
MCDONALDS #14636,"Average ""MCDONALDS #14636"" Rating: n/a",Restaurant,9559 Clifford St,76108,3,10/08/2015,93.0
